選舉區,號次,姓名,性別,出生年月日,年齡,推薦之政黨,學歷,是否現任,英文姓名,出生地
新北市第10選舉區,1,周雅玲,女,057/06/25,46,民主進步黨,專科,是,Chou Ya Ling,新北市
新北市第10選舉區,2,李玉蘭,女,061/09/15,42,無,高中,否,,新北市
新北市第10選舉區,3,黃瑞傳,男,039/04/07,64,無,高中,否,Huang Jui Chuan,臺灣省
新北市第10選舉區,4,廖正良,男,043/12/25,59,中國國民黨,高中,否,Liao Zheng Liang,新北市
新北市第10選舉區,5,白珮茹,女,064/05/17,39,中國國民黨,碩士,是,Pai Pei Ju,臺北市
新北市第10選舉區,6,沈發惠,男,055/11/02,48,民主進步黨,碩士,是,Shen Fa Hui,臺北市
新北市第11選舉區,1,宋雨蓁,女,070/07/17,33,中國國民黨,大學,否,Sung Yu Chen,新北市
新北市第11選舉區,2,"夷將･拔路兒 Icyang･Parod",男,049/12/02,53,民主進步黨,大學,是,Parod Icyang,臺灣省
新北市第11選舉區,3,楊春妹,女,050/02/19,53,中國國民黨,專科,是,Yang Chun Mei,臺灣省
新北市第11選舉區,4,張天明,男,047/03/06,56,無,專科,否,,臺灣省
新北市第11選舉區,5,陳家梅,女,052/10/20,51,中國國民黨,高中,否,,臺灣省
新北市第11選舉區,6,忠仁•達祿斯,男,050/01/27,53,中國國民黨,碩士,是,Chung Jen Da Lu Sih,臺灣省
新北市第12選舉區,1,"寶杜巴燕 Bawtu･Payen",男,064/11/02,39,民主進步黨,專科,否,Bawtu Payen,臺灣省
新北市第12選舉區,2,王建章,男,047/03/28,56,中國國民黨,專科,是,Wang Chien Chang,新北市
新北市第12選舉區,3,陳勝榮,男,045/03/12,58,親民黨,碩士,否,Chen Shen Zung,新北市
桃園市第1選舉區,1,萬美玲,女,058/09/25,45,中國國民黨,大學,是,WAN MEI LING,臺北市
桃園市第1選舉區,2,范綱祥,男,055/04/17,48,民主進步黨,碩士,否,FAN KANG HSIANG,臺灣省
桃園市第1選舉區,3,林國政,男,055/04/27,48,親民黨,碩士,否,LIN KUO CHENG,臺中市
桃園市第1選舉區,4,陳宗義,男,048/10/02,55,民主進步黨,大學,是,Chen Chong Yi,臺北市
桃園市第1選舉區,5,黃婉如,女,043/10/05,60,中國國民黨,碩士,是,Huang Woun Ju,臺灣省
桃園市第1選舉區,6,王信涵,男,066/03/07,37,無,碩士,否,WANG HSIN HAN,高雄市
桃園市第1選舉區,7,簡梓倡,男,055/08/10,48,無,專科,否,CHIEN TZU CHANG,臺灣省
桃園市第1選舉區,8,張勝豐,男,054/04/29,49,新黨,大學,否,CHANG SHENG FENG,臺灣省
桃園市第1選舉區,9,黃莅程,男,067/05/17,36,無,高中,否,HUANG LI CHENG,臺灣省
桃園市第1選舉區,10,黃景熙,男,048/05/15,55,民主進步黨,專科,是,,臺灣省
桃園市第1選舉區,11,黃智銘,男,042/08/20,61,民主進步黨,專科,是,Huang Chih Ming,臺灣省
桃園市第1選舉區,12,李曉鐘,男,048/05/29,55,中國國民黨,大學,是,LI HSIAO CHUNG,臺灣省
桃園市第1選舉區,13,蘇家明,男,043/12/12,59,中國國民黨,碩士,否,SU JIA MING,臺灣省
桃園市第1選舉區,14,賀光卍,男,064/02/12,39,人民民主陣線,專科,否,,新北市
桃園市第1選舉區,15,陳美梅,女,063/06/04,40,中國國民黨,碩士,是,Chen Mei Mei,臺灣省
桃園市第1選舉區,16,洪文璋,男,055/10/31,48,無,碩士,否,Hung Wen Chang,臺灣省
桃園市第1選舉區,17,楊添丁,男,045/06/08,58,無,高中,否,,臺灣省
桃園市第1選舉區,18,詹江村,男,052/08/16,51,中國國民黨,碩士,是,JAN JIANG TSUN,新北市
桃園市第1選舉區,19,林政賢,男,048/06/28,55,中國國民黨,大學,是,LIN CHENG HSIEN,臺灣省
桃園市第1選舉區,20,李光達,男,055/10/01,48,台灣團結聯盟,大學,否,LEE KUANG TA,臺灣省
桃園市第1選舉區,21,廖輝星,男,043/08/01,60,民主進步黨,碩士,是,LIAO HUI HSIN,臺灣省
桃園市第1選舉區,22,黃哲鍾,男,038/08/14,65,無黨團結聯盟,專科,是,HWANG JER JONG,臺灣省
桃園市第1選舉區,23,羅岳峰,男,075/10/29,28,綠黨,大學,否,LO YUEH FENG,新北市
桃園市第1選舉區,24,史碩仁,男,050/07/28,53,無,高中,否,SHIH SHUO JEN,臺北市
桃園市第1選舉區,25,邱素芬,女,055/08/30,48,民主進步黨,碩士,是,CHIU SU FEN,臺灣省
桃園市第2選舉區,1,陳志謀,男,047/01/30,56,民主進步黨,大學,否,Chen Chih Mou,臺灣省
桃園市第2選舉區,2,林正峰,男,038/12/01,64,中國國民黨,高中,否,LIN CHENG FONG,臺灣省
桃園市第2選舉區,3,李麗珠,女,047/09/17,56,中國國民黨,大學,是,LEE LI CHU,新北市
桃園市第2選舉區,4,許森能,男,052/08/15,51,無,大學,是,HSU SEN NENG,臺北市
桃園市第2選舉區,5,王家一,男,064/06/21,39,無,大學,否,WANG CHIA YI,臺灣省
桃園市第2選舉區,6,林俐玲,女,052/04/23,51,民主進步黨,專科,是,LIN LIE LING,臺灣省
桃園市第2選舉區,7,李雲強,男,048/05/23,55,中國國民黨,專科,是,LI YUN CHIANG,臺北市
桃園市第3選舉區,1,張文瑜,女,054/03/03,49,無,大學,是,ZHANG WEN YU,臺南市
桃園市第3選舉區,2,何正森,男,042/06/13,61,中國國民黨,專科,否,HO CHENG SEN,臺灣省
桃園市第3選舉區,3,呂淑真,女,044/06/04,59,中國國民黨,專科,是,LU SHU CHEN,臺灣省
桃園市第3選舉區,4,呂林小鳳,女,053/08/04,50,民主進步黨,碩士,是,LU LIN HSIAO FENG,臺灣省
桃園市第3選舉區,5,鍾孝彥,男,057/11/20,46,無,博士,否,CHUNG HSIAO YEN,臺灣省
桃園市第3選舉區,6,劉茂羣,女,045/05/06,58,中國國民黨,碩士,是,LIU MAO CHUN,臺灣省
桃園市第3選舉區,7,王國棟,男,048/09/20,55,中國國民黨,專科,否,WANG KUO TUNG,金馬地區
桃園市第3選舉區,8,賴維哲,男,047/09/27,56,無,專科,否,LAI WEI CHE,臺灣省
桃園市第3選舉區,9,趙正宇,男,055/03/29,48,無,碩士,是,Chao Cheng Yu,臺灣省
桃園市第3選舉區,10,蔡永芳,男,060/09/19,43,民主進步黨,專科,否,TSAI YUNG FANG,臺灣省
桃園市第3選舉區,11,鄭銀福,男,046/03/13,57,無,大學,否,CHENG YIN FU,金馬地區
桃園市第3選舉區,12,彭少康,男,062/08/07,41,新黨,專科,否,PENG SHAO KANG,臺北市
桃園市第3選舉區,13,林玉娟,女,058/08/14,45,無,大學,否,LIN YU CHUAN,臺灣省
桃園市第3選舉區,14,陳松福,男,048/01/25,55,無,碩士,否,CHEN SUNG FU,臺灣省
桃園市第4選舉區,1,李訓求,男,044/01/15,59,中國國民黨,高中,是,LEE HSUN CHIU,臺灣省
桃園市第4選舉區,2,張桂綿,女,064/01/20,39,中國國民黨,大學,否,CHANG KUEI MIEN,新北市
桃園市第4選舉區,3,郭麗華,女,054/01/30,49,民主進步黨,高中,否,KUO LI HUA,臺灣省
桃園市第4選舉區,4,吳寶玉,女,049/03/10,54,無,高中,否,,臺灣省
桃園市第4選舉區,5,袁慧心,女,054/06/22,49,新黨,專科,否,YUAN HUI HSIN,臺灣省
桃園市第4選舉區,6,劉勝全,男,058/04/19,45,無,專科,否,,臺灣省
桃園市第4選舉區,7,陳麗莉,女,046/05/02,57,中國國民黨,大學,是,CHEN LILI,臺灣省
桃園市第4選舉區,8,許清順,男,054/10/05,49,民主進步黨,碩士,是,HSU CHING SHUN,臺灣省
桃園市第5選舉區,1,徐其萬,男,047/02/15,56,中國國民黨,高中,是,HSU CHI WAN,臺灣省
桃園市第5選舉區,2,游吾和,男,052/11/28,51,民主進步黨,高中,否,,臺灣省
桃園市第5選舉區,3,王淳長,男,046/09/12,57,無,高中,是,,臺灣省
桃園市第6選舉區,1,曾慶章,男,038/11/29,64,民主進步黨,其他,否,,臺灣省
桃園市第6選舉區,2,李柏坊,男,047/01/24,56,中國國民黨,專科,是,LEE BO FANG,臺灣省
桃園市第6選舉區,3,黃智信,男,056/10/19,47,民主進步黨,高中,否,HUANG CHIH HSIN,臺灣省
桃園市第6選舉區,4,張振源,男,046/11/01,57,無,專科,否,CHANG CHEN YUAN,臺灣省
桃園市第6選舉區,5,楊朝偉,男,056/05/16,47,中國國民黨,碩士,是,YANG CHAO WEI,臺灣省
桃園市第6選舉區,6,邱伶樺,女,071/09/28,32,無,大學,否,CHIU LIN HUA,臺灣省
桃園市第6選舉區,7,邱創良,男,044/09/10,59,無,高中,否,CHIU CHUANG LIANG,臺灣省
桃園市第6選舉區,8,邱秀芬,女,055/03/18,48,民主進步黨,高中,否,CHIU HSIU FEN,臺灣省
桃園市第6選舉區,9,李洋宇,男,073/11/24,30,無,大學,否,LEE YANG YU,臺灣省
桃園市第6選舉區,10,陳治文,女,059/10/18,44,民主進步黨,碩士,是,CHEN CHIH WEN,高雄市
桃園市第7選舉區,1,邱奕勝,男,049/11/15,54,中國國民黨,碩士,是,CHIU YI SHENG,臺灣省
桃園市第7選舉區,2,賴立竹,男,068/10/14,35,親民黨,大學,否,,臺灣省
桃園市第7選舉區,3,謝偉孝,男,066/07/05,37,無,高中,否,HSIEH WEI HSIAO,臺灣省
桃園市第7選舉區,4,黃傅淑香,女,047/10/16,56,民主進步黨,高中,是,,臺灣省
桃園市第7選舉區,5,劉安祺,男,060/06/22,43,無,其他,否,,臺灣省
桃園市第7選舉區,6,吳正群,男,049/01/12,54,新黨,碩士,否,WU CHEN CHUN,臺灣省
桃園市第7選舉區,7,彭俊豪,男,071/08/15,32,民主進步黨,碩士,否,Peng Chun Hao,臺灣省
桃園市第7選舉區,8,張運炳,男,044/04/15,59,無,專科,是,CHANG YUN PING,臺灣省
桃園市第7選舉區,9,劉曾玉春,女,043/12/08,59,無,高中,是,LIU TSENG YU CHUN,臺灣省
桃園市第7選舉區,10,沐平波,女,041/12/01,61,中國國民黨,碩士,是,MU PEN PO,臺北市
桃園市第7選舉區,11,葉明月,女,049/12/15,53,中國國民黨,大學,是,YEH MING YUE,臺灣省
桃園市第7選舉區,12,徐景文,男,051/06/24,52,民主進步黨,碩士,是,HSU CHING WEN,臺灣省
桃園市第7選舉區,13,梁新武,男,044/06/10,59,無,大學,是,,臺灣省
桃園市第7選舉區,14,葉鄭秀蘋,女,047/03/03,56,無,高中,否,YES CHENG HSIU PIN,臺北市
桃園市第7選舉區,15,蔣中千,男,045/07/05,58,無黨團結聯盟,專科,是,CHIANG CHUNG CHIEN,臺灣省
桃園市第7選舉區,16,王浩宇,男,077/10/29,26,綠黨,大學,否,WANG HAU YU,臺灣省
桃園市第7選舉區,17,黃治東,男,049/05/17,54,台灣團結聯盟,其他,否,HUANG CHIH TUNG,臺灣省
桃園市第7選舉區,18,魯明哲,男,052/12/04,50,中國國民黨,碩士,否,LU MING CHE,臺北市
桃園市第7選舉區,19,彭秀涵,女,052/09/10,51,無,高中,否,PENG HSUEH HAN,臺灣省
桃園市第7選舉區,20,袁明星,男,051/11/19,52,民主進步黨,大學,否,YUAN MING HSING,臺灣省
桃園市第7選舉區,21,劉威德,男,048/03/06,55,無,高中,否,LIU WEI TE,臺灣省
桃園市第7選舉區,22,梁為超,男,063/03/12,40,中國國民黨,碩士,是,LIANG WEI CHAO,臺灣省
桃園市第8選舉區,1,羅文欽,男,059/01/15,44,無,碩士,是,LO WEN CHIN,臺灣省
桃園市第8選舉區,2,劉仁照,男,070/01/26,33,民主進步黨,大學,否,,臺灣省
桃園市第8選舉區,3,謝彰文,女,047/01/11,56,中國國民黨,碩士,是,Hsieh Chang Wen,臺灣省
桃園市第8選舉區,4,黃敬平,男,062/11/15,41,中國國民黨,碩士,否,HUANG CHING PING,臺灣省
桃園市第8選舉區,5,舒翠玲,女,053/09/13,50,中國國民黨,碩士,是,,臺灣省
桃園市第8選舉區,6,陳萬得,男,042/08/10,61,中國國民黨,碩士,否,CHEN WAN TE,臺灣省
桃園市第8選舉區,7,劉邦鉉,男,057/07/21,46,無,碩士,是,LIU PANG HSUAN,臺灣省
桃園市第8選舉區,8,楊家俍,男,069/04/13,34,民主進步黨,碩士,否,YANG CHIA LIANG,臺北市
桃園市第8選舉區,9,陳志偉,男,051/02/25,52,民主進步黨,專科,否,CHEN CHIH WEI,臺灣省
桃園市第8選舉區,10,莊訓基,男,039/09/17,64,親民黨,專科,否,,臺灣省
桃園市第8選舉區,11,莊玉光,男,039/12/02,63,無,高中,否,CHUANG YU KUANG,臺灣省
桃園市第8選舉區,12,黃國華,男,058/02/03,45,臺灣建國黨,高中,否,HWANG KUO HWA,臺灣省
桃園市第8選舉區,13,黃李月琴,女,049/03/02,54,無,碩士,是,LI YUEH CHIN,臺灣省
桃園市第8選舉區,14,王珮毓,女,071/01/10,32,無,碩士,否,WANG PEI YU,臺灣省
桃園市第8選舉區,15,湯琳翔,男,075/01/04,28,綠黨,大學,否,TANG LIN HSIANG,臺灣省
桃園市第8選舉區,16,張若彤,男,066/05/26,37,無,大學,否,CHANG JUOTUNG,臺灣省
桃園市第8選舉區,17,陳章程,男,064/05/29,39,無,大學,否,CHEN CHANG CHENG,新北市
桃園市第8選舉區,18,莊玉輝,男,048/05/25,55,無,大學,是,CHUANG YU HUI,臺灣省
桃園市第8選舉區,19,林德忠,男,050/05/02,53,無,大學,否,LIN TE CHUNG,臺灣省
桃園市第9選舉區,1,姜水浪,男,046/02/28,57,台灣主義黨,專科,否,CHIANG SHUI LANG,臺灣省
桃園市第9選舉區,2,周玉琴,女,047/05/14,56,中國國民黨,碩士,是,CHOU YU CHIN,臺灣省
桃園市第9選舉區,3,林羅春,男,042/06/26,61,無,高中,否,Lin Lo Chun,臺灣省
桃園市第9選舉區,4,李家興,男,046/06/10,57,中國國民黨,高中,是,LEE CHIA HSING,臺灣省
桃園市第9選舉區,5,陳賴素美,女,053/01/10,50,民主進步黨,大學,是,,臺灣省
桃園市第9選舉區,6,陳秀玲,女,050/04/17,53,無,高中,否,CHEN HSIU LING,臺灣省
桃園市第9選舉區,7,張火爐,男,047/03/20,56,民主進步黨,高中,是,CHANG HOU LU,臺灣省
桃園市第9選舉區,8,彭基原,男,051/01/01,52,無,碩士,否,PENG GE YUAN,臺灣省
桃園市第10選舉區,1,黃榮煥,男,045/10/08,58,無,其他,否,HUANG RONG HUAH,臺灣省
桃園市第10選舉區,2,劉熒隆,男,062/10/04,41,無,大學,否,LIU IN LONG,臺灣省
桃園市第10選舉區,3,林鴻斌,男,053/01/01,50,無,大學,否,LIN HONG BIN,臺灣省
桃園市第10選舉區,4,張肇良,男,053/09/30,50,民主進步黨,大學,是,CHANG JAW LIANG,臺灣省
桃園市第10選舉區,5,廖威森,男,060/03/09,43,無,大學,否,LIAO WEI SEN,臺灣省
桃園市第10選舉區,6,游良福,男,051/08/12,52,無,博士,否,YOU LIANG FU,臺灣省
桃園市第10選舉區,7,徐玉樹,男,053/11/22,50,中國國民黨,大學,是,HSU YU SHU,臺灣省
桃園市第10選舉區,8,羅銀珍,女,045/02/17,58,無,專科,否,LO YIN CNEN,臺灣省
桃園市第10選舉區,9,閻中傑,男,045/01/12,58,中國國民黨,大學,是,YEN CHUNG CHIEN,臺灣省
桃園市第11選舉區,1,邱佳亮,男,057/04/27,46,無,專科,是,,臺灣省
桃園市第11選舉區,2,陳睿生,男,070/06/15,33,民主進步黨,碩士,否,,臺灣省
桃園市第12選舉區,1,吳宗憲,男,048/01/17,55,中國國民黨,高中,是,WU TSUNG HSIEN,臺灣省
桃園市第12選舉區,2,郭榮宗,男,043/08/23,60,民主進步黨,博士,否,KUO JUNG CHUNG,臺灣省
桃園市第12選舉區,3,廖薛文,男,042/04/01,61,無,高中,否,LIAO HSUEN WEN,臺灣省
桃園市第12選舉區,4,歐炳辰,男,046/09/25,57,無,高中,否,OU PING CHEN,臺灣省
桃園市第13選舉區,1,林永財,男,055/08/25,48,無,高中,否,,臺灣省
桃園市第13選舉區,2,王仙蓮,女,055/10/21,48,中國國民黨,大學,否,WANG HSIEN LIEN,臺灣省
桃園市第13選舉區,3,楊進福,男,046/01/01,57,中國國民黨,碩士,是,YANG CHIN FU,臺灣省
桃園市第13選舉區,4,林金來,男,047/04/14,56,無,高中,否,LIN CHIN LAI,臺灣省
桃園市第13選舉區,5,林景騰,男,053/03/26,50,無,大學,否,,臺灣省
桃園市第13選舉區,6,洪國彰,男,048/03/24,55,無,大學,否,HUNG KUO CHANG,臺灣省
桃園市第13選舉區,7,吳春芳,女,046/04/08,57,中國國民黨,碩士,是,WU CHUN FANG,臺灣省
桃園市第13選舉區,8,林志強,男,063/10/28,40,無,專科,否,,新北市
桃園市第14選舉區,1,邱志成,男,062/12/04,40,無,大學,否,CHIU CHIH CHENG,臺灣省
桃園市第14選舉區,2,陳瑛,女,056/06/20,47,中國國民黨,碩士,是,CHEN YIN,臺灣省
桃園市第14選舉區,3,林信義,男,040/02/07,63,中國國民黨,大學,否,LIN HSIN YI,臺灣省
桃園市第14選舉區,4,蘇志強,男,055/03/29,48,無,碩士,否,,臺灣省
臺中市第1選舉區,1,吳鶴鵬,男,045/07/13,58,無,高中,否,Wu Ho Peng,臺中市
臺中市第1選舉區,2,吳敏濟,男,045/07/06,58,民主進步黨,碩士,是,Wu Min Chi,臺中市
臺中市第1選舉區,3,李榮鴻,男,038/06/23,65,中國國民黨,高中,是,LI JUNG HUNG,臺中市
臺中市第1選舉區,4,林素眞,女,048/11/13,55,無,高中,否,LIN SU CHEN,臺中市
臺中市第1選舉區,5,楊永昌,男,040/12/26,62,中國國民黨,碩士,是,YANG YUNG CHANG,臺中市
臺中市第2選舉區,1,王立任,男,058/06/11,45,民主進步黨,大學,否,Wang Li Jen,臺中市
臺中市第2選舉區,2,顏莉敏,女,073/09/07,30,中國國民黨,大學,否,YEN LI MING,臺中市
臺中市第2選舉區,3,陳廷秀,男,050/12/26,52,無,碩士,否,CHEN TING HSIU,臺中市
臺中市第2選舉區,4,張清照,男,052/02/07,51,中國國民黨,高中,否,CHANG CHING CHAO,臺中市
臺中市第2選舉區,5,程凱力,男,050/03/08,53,親民黨,大學,否,Cheng Kai Li,臺灣省
臺中市第2選舉區,6,陳詩哲,男,031/11/19,72,無,高中,是,chen Shi che,臺中市
臺中市第2選舉區,7,陳年添,男,041/02/20,62,台灣團結聯盟,大學,否,ScHool cHen,臺中市
臺中市第2選舉區,8,楊典忠,男,049/11/21,54,民主進步黨,博士,是,YANG DANE JONG,臺中市
臺中市第2選舉區,9,尤碧鈴,女,038/06/26,65,無,大學,是,YU PI LING,臺中市
臺中市第3選舉區,1,劉淑蘭,女,040/08/03,63,民主進步黨,高中,否,LIU SU NAN,臺中市
臺中市第3選舉區,2,吳瓊華,女,058/12/01,44,中國國民黨,碩士,是,Wu Chiung Hua,臺中市
臺中市第3選舉區,3,林汝洲,男,052/04/24,51,中國國民黨,碩士,是,Lin JU CHOU,臺中市
臺中市第3選舉區,4,陳世凱,男,066/05/12,37,民主進步黨,大學,是,CHEN SHIH KAI,臺灣省
臺中市第3選舉區,5,張正興,男,057/03/29,46,無,碩士,否,Chang Cheng Hsing,臺中市
臺中市第3選舉區,6,黃錫嘉,男,047/09/25,56,無,高中,是,HUANG HIS CHIA,臺中市
臺中市第3選舉區,7,林士昌,男,044/02/04,59,中國國民黨,高中,是,LIN SHIN CHANG,臺中市
臺中市第4選舉區,1,陳清龍,男,054/03/29,49,無,碩士,是,CHEN CHING LUNG,臺中市
臺中市第4選舉區,2,翁美春,女,052/02/14,51,民主進步黨,高中,是,,臺灣省
臺中市第4選舉區,3,謝志忠,男,058/04/06,45,民主進步黨,碩士,是,HSIEH CHIH CHUNG,臺南市
臺中市第4選舉區,4,王朝坤,男,045/11/22,58,無,其他,否,WANG CHAO KUN,臺中市
臺中市第4選舉區,5,張瀞分,女,032/01/21,71,中國國民黨,高中,否,CHANG CHING FEN,臺中市
臺中市第4選舉區,6,吳富亭,男,048/05/25,55,台灣團結聯盟,高中,否,,臺中市
臺中市第4選舉區,7,陳本添,男,046/09/09,57,中國國民黨,大學,是,CHEN PEN TIEN,臺中市
臺中市第5選舉區,1,張雅旻,女,066/04/25,37,民主進步黨,碩士,否,Chang Ya min,臺中市
臺中市第5選舉區,2,羅永珍,女,041/08/27,62,中國國民黨,其他,是,LO YUNG CHEN,臺灣省
臺中市第5選舉區,3,吳顯森,男,048/03/16,55,中國國民黨,碩士,是,Wu Xia Sen,臺中市
臺中市第5選舉區,4,張立傑,男,034/10/15,69,無,大學,否,CHANG LIG JYE,臺中市
臺中市第5選舉區,5,林竹旺,男,050/11/04,53,無,專科,否,Lin Chu Wang,臺中市
臺中市第5選舉區,6,蕭隆澤,男,049/04/26,54,民主進步黨,高中,是,HSIAO LUNG CHE,臺中市
臺中市第5選舉區,7,賴朝國,男,052/11/10,51,中國國民黨,高中,是,,臺中市
臺中市第5選舉區,8,許水彬,男,045/03/04,58,民主進步黨,專科,是,,臺中市
臺中市第5選舉區,9,廖述鎮,男,041/09/09,62,民主進步黨,高中,是,LIAO SU CHEN,臺中市
臺中市第6選舉區,1,張廖乃綸,女,067/10/01,36,中國國民黨,大學,是,CHANG LIAO NAI LUN,臺中市
臺中市第6選舉區,2,張廖萬堅,男,054/02/09,49,民主進步黨,大學,是,CHANG LIAO WAN CHIEN,臺中市
臺中市第6選舉區,3,黃馨慧,女,045/11/27,58,中國國民黨,碩士,是,HUANG HSING HUI,臺中市
臺中市第6選舉區,4,楊正中,男,043/06/30,60,中國國民黨,大學,是,YANG CHENG CHUNG,臺中市
臺中市第6選舉區,5,李孝儒,男,065/01/17,38,民主進步黨,大學,否,Li Siaw Zu,臺中市
臺中市第6選舉區,6,吳春夏,男,043/02/01,60,無,碩士,否,Wu Chuen Shia,臺灣省
臺中市第6選舉區,7,蔡智豪,男,062/04/19,41,無,碩士,否,TSAI JR HAO,臺灣省
臺中市第6選舉區,8,陳淑華,女,059/12/23,43,民主進步黨,大學,是,CHEN SHUHUA,臺中市
臺中市第7選舉區,1,黃淑芬,女,053/01/05,50,無,碩士,否,,臺中市
臺中市第7選舉區,2,朱暖英,女,054/11/30,48,中國國民黨,大學,是,Chu NUAN YING,臺中市
臺中市第7選舉區,3,陳三井,男,040/07/18,63,親民黨,碩士,否,Chen San Ching,臺中市
臺中市第7選舉區,4,江慶洲,男,061/07/02,42,無,大學,否,,臺中市
臺中市第7選舉區,5,劉士州,男,051/09/07,52,中國國民黨,大學,是,LIU SHIH CHOU,臺中市
臺中市第7選舉區,6,黃聖硯,女,051/07/17,52,台灣團結聯盟,高中,否,,高雄市
臺中市第7選舉區,7,張耀中,男,050/12/04,52,民主進步黨,大學,是,Chang Yao chung,臺灣省
臺中市第7選舉區,8,丁振嘉,男,045/01/03,58,中國國民黨,碩士,否,Ting Cheng Chia,臺灣省
臺中市第7選舉區,9,何文海,男,047/08/16,56,民主進步黨,高中,是,HOWEN HAI,臺中市
臺中市第8選舉區,1,沈佑蓮,女,048/09/28,55,中國國民黨,專科,是,Shen Yu Lien,臺中市
臺中市第8選舉區,2,謝明源,男,041/09/03,62,民主進步黨,大學,否,,高雄市
臺中市第8選舉區,3,邱于珊,女,051/02/25,52,親民黨,高中,否,CHIU YU SHAN,高雄市
臺中市第8選舉區,4,蔡雅玲,女,066/03/21,37,民主進步黨,碩士,是,Tsai Ya Ling,臺中市
臺中市第8選舉區,5,張烱春,男,054/03/30,49,台灣團結聯盟,專科,否,,臺中市
臺中市第8選舉區,6,賴順仁,男,058/04/25,45,中國國民黨,碩士,是,LAI SHUN JEN,臺中市
臺中市第8選舉區,7,陳成添,男,052/06/20,51,中國國民黨,專科,是,CHEN CHENG TIEN,臺中市
