選舉區,號次,姓名,性別,出生年月日,年齡,推薦之政黨,學歷,是否現任,英文姓名,出生地
澎湖縣第1選舉區,5,顏嘉弘,男,063/02/21,40,中國國民黨,大學,否,,臺灣省
澎湖縣第1選舉區,6,陳慧玲,女,051/06/16,52,民主進步黨,專科,否,,臺灣省
澎湖縣第1選舉區,7,胡松榮,男,035/10/01,68,中國國民黨,高中,是,,臺灣省
澎湖縣第1選舉區,8,藍俊逸,男,035/10/16,68,中國國民黨,其他,是,,臺灣省
澎湖縣第1選舉區,9,陳海山,男,039/11/10,64,無,其他,是,,臺灣省
澎湖縣第1選舉區,10,黃春燕,女,046/02/21,57,無,高中,是,,臺灣省
澎湖縣第1選舉區,11,許麗音,女,037/08/01,66,無,大學,否,,臺灣省
澎湖縣第1選舉區,12,陳雙全,男,050/11/15,53,中國國民黨,大學,是,,臺灣省
澎湖縣第1選舉區,13,蔡金美,女,057/03/12,46,無黨團結聯盟,大學,否,,臺灣省
澎湖縣第1選舉區,14,張再興,男,041/03/30,62,無,高中,否,,臺灣省
澎湖縣第1選舉區,15,郁國麟,男,049/07/09,54,無,大學,否,,臺灣省
澎湖縣第1選舉區,16,呂黃春金,女,049/07/11,54,民主進步黨,其他,否,,臺灣省
澎湖縣第1選舉區,17,蘇陳綉色,女,046/04/04,57,無,其他,否,,臺灣省
澎湖縣第1選舉區,18,吳文相,男,037/02/15,66,無,高中,是,,臺灣省
澎湖縣第1選舉區,19,陳百川,男,049/07/04,54,中國國民黨,高中,否,,臺灣省
澎湖縣第2選舉區,1,蔡清續,男,046/09/20,57,無,專科,否,,臺灣省
澎湖縣第2選舉區,2,歐陽洲,男,061/02/09,42,無,專科,是,,臺灣省
澎湖縣第2選舉區,3,成萬貫,男,050/02/25,53,無,大學,是,,臺灣省
澎湖縣第2選舉區,4,陳振中,男,052/01/11,51,中國國民黨,碩士,否,,臺灣省
澎湖縣第3選舉區,1,鄭來得,男,040/06/22,63,無,其他,否,,臺灣省
澎湖縣第3選舉區,2,宋國進,男,042/10/31,61,中國國民黨,高中,是,,臺灣省
澎湖縣第3選舉區,3,魏長源,男,040/01/20,63,無,高中,是,,臺灣省
澎湖縣第3選舉區,4,許龍聰,男,055/01/15,48,無,專科,否,,臺灣省
澎湖縣第4選舉區,1,楊石龍,男,048/12/21,54,無,碩士,否,,臺灣省
澎湖縣第5選舉區,1,陳佩真,女,072/05/24,31,無,高中,否,,臺灣省
澎湖縣第5選舉區,2,俞喜龍,男,045/05/05,58,無,高中,否,,臺灣省
澎湖縣第5選舉區,3,葉明縣,男,044/06/23,59,無,其他,是,,臺灣省
澎湖縣第6選舉區,1,夏晨榮,男,049/01/06,54,中國國民黨,高中,是,,高雄市
澎湖縣第6選舉區,2,呂啟宗,男,041/03/18,62,無,其他,否,,臺灣省
金門縣第1選舉區,1,許玉昭,女,054/08/14,49,中國國民黨,大學,是,,金馬地區
金門縣第1選舉區,2,許建中,男,051/12/08,51,中國國民黨,其他,是,,金馬地區
金門縣第1選舉區,3,陳滄江,男,044/06/10,59,民主進步黨,博士,是,Chen Tsang Chiang,金馬地區
金門縣第1選舉區,4,楊萬山,男,056/02/14,47,中國國民黨,高中,否,,金馬地區
金門縣第1選舉區,5,林孫全,男,041/12/10,61,中國國民黨,其他,是,LIN SUN CHUAN,金馬地區
金門縣第1選舉區,6,李誠智,男,065/06/17,38,中國國民黨,大學,是,,金馬地區
金門縣第1選舉區,7,李錫添,男,055/09/20,48,中國國民黨,碩士,否,Lee hsi Tien,金馬地區
金門縣第1選舉區,8,許華玉,女,043/12/03,59,中國國民黨,其他,是,,金馬地區
金門縣第1選舉區,9,黃啓璋,男,050/07/16,53,無,大學,否,,臺灣省
金門縣第1選舉區,10,楊永立,男,048/04/04,55,中國國民黨,高中,是,,金馬地區
金門縣第1選舉區,11,陳衍利,女,064/08/20,39,中國國民黨,其他,否,CHEN Yanli,臺灣省
金門縣第1選舉區,12,歐陽儀雄,男,062/04/03,41,中國國民黨,大學,否,Ouyane Yi hsiung,臺北市
金門縣第1選舉區,13,翁銘駿,男,072/05/07,31,中國國民黨,其他,否,,臺北市
金門縣第1選舉區,14,許志猛,男,063/06/07,40,無,大學,否,,金馬地區
金門縣第1選舉區,15,廖進入,男,049/07/30,54,中國國民黨,高中,否,LIAO CHIN JU,臺灣省
金門縣第1選舉區,16,王碧珍,女,048/01/08,55,無,大學,否,,金馬地區
金門縣第1選舉區,17,洪允典,男,041/09/03,62,中國國民黨,高中,否,HUNG YUN DIAN,金馬地區
金門縣第1選舉區,18,石永城,男,062/08/01,41,無,高中,否,,金馬地區
金門縣第1選舉區,19,唐麗輝,女,046/05/07,57,無,碩士,是,TANG LI HUI,金馬地區
金門縣第2選舉區,1,張雲德,男,042/06/08,61,中國國民黨,其他,否,,金馬地區
金門縣第2選舉區,2,陳美雲,女,041/10/15,62,無,高中,否,Chen Meyuan,臺北市
金門縣第2選舉區,3,蔡其賀,男,055/09/14,48,無,其他,否,Tsay Chi Ho,金馬地區
金門縣第2選舉區,4,周子傑,男,062/01/18,41,中國國民黨,大學,是,,金馬地區
金門縣第2選舉區,5,謝東龍,男,059/03/14,44,中國國民黨,高中,是,,金馬地區
金門縣第2選舉區,6,蔡春生,男,043/04/27,60,中國國民黨,其他,是,,金馬地區
金門縣第2選舉區,7,徐鴻義,男,049/08/26,54,無,高中,否,HSU HUNG YI,金馬地區
金門縣第2選舉區,8,李應文,男,068/04/12,35,中國國民黨,碩士,否,,金馬地區
金門縣第2選舉區,9,蔡水游,男,046/12/15,56,中國國民黨,高中,是,,金馬地區
金門縣第2選舉區,10,陳文慶,男,048/11/20,55,無,高中,否,Chen Wen Ching,臺北市
金門縣第2選舉區,11,陳玉珍,女,062/10/29,41,無,碩士,否,Chen Yu Jen,金馬地區
金門縣第2選舉區,12,王再生,男,035/06/30,68,中國國民黨,高中,是,,金馬地區
金門縣第2選舉區,13,陳志斌,男,072/01/08,31,中國國民黨,大學,否,Chen Chih Pin,臺北市
金門縣第3選舉區,1,洪麗萍,女,057/08/30,46,中國國民黨,高中,是,HUNG LI PIN,金馬地區
金門縣第3選舉區,2,洪輝榮,男,066/03/09,37,無,高中,否,,金馬地區
金門縣第3選舉區,3,林金量,男,043/11/12,60,中國國民黨,碩士,是,LIN CHING LIANG,金馬地區
金門縣第3選舉區,4,呂俊龍,男,065/04/17,38,中國國民黨,大學,否,,金馬地區
金門縣第3選舉區,5,洪鴻斌,男,058/01/24,45,中國國民黨,其他,否,,金馬地區
連江縣第1選舉區,1,朱秀平,男,050/11/06,53,中國國民黨,高中,否,CHU HSIU PING,金馬地區
連江縣第1選舉區,2,林貽祥,男,048/10/27,55,中國國民黨,大學,否,lin i hsiang,金馬地區
連江縣第1選舉區,3,曹以標,男,052/10/05,51,無,高中,是,TSAO I PIAO,金馬地區
連江縣第1選舉區,4,林惠萍,女,062/08/08,41,中國國民黨,碩士,是,LIN hul ping,新北市
連江縣第1選舉區,5,林明揚,男,052/10/31,51,中國國民黨,高中,否,LIN MING YANG,金馬地區
連江縣第1選舉區,6,陳書建,男,046/12/20,56,中國國民黨,高中,否,CHEN SHU CHIEN,金馬地區
連江縣第1選舉區,7,曹丞君,女,065/07/23,38,無,高中,是,tsao chengchun,金馬地區
連江縣第1選舉區,8,曹爾章,男,059/12/13,43,中國國民黨,大學,是,tsao erh chang,金馬地區
連江縣第2選舉區,1,陳貴忠,男,050/03/10,53,中國國民黨,專科,是,chen gvey chvng,金馬地區
連江縣第2選舉區,2,王長明,男,047/02/22,56,無,其他,是,wang chang ming,金馬地區
連江縣第2選舉區,3,周瑞國,男,058/04/05,45,中國國民黨,高中,否,chou jui kuo,金馬地區
連江縣第3選舉區,1,柯玉官,男,042/03/13,61,中國國民黨,其他,否,ko yu kuan,金馬地區
連江縣第3選舉區,2,陳貽斌,男,058/11/16,45,中國國民黨,高中,否,chen yi ben,金馬地區
連江縣第4選舉區,1,張永江,男,049/06/23,54,無,其他,是,chang yung chiang,金馬地區
連江縣第4選舉區,2,馮印才,男,051/11/07,52,無,高中,否,feng yin tsai,金馬地區
基隆市第1選舉區,1,呂美玲,女,053/06/20,50,中國國民黨,碩士,是,,臺南市
基隆市第1選舉區,2,余重城,男,051/04/02,52,人民民主陣線,高中,否,,臺灣省
基隆市第1選舉區,3,張淵翔,男,066/08/31,37,中國國民黨,碩士,否,,臺灣省
基隆市第1選舉區,4,藍敏煌,男,056/02/24,47,中國國民黨,碩士,是,LAN MING HUA,臺灣省
基隆市第1選舉區,5,徐莉莉,女,053/12/13,49,親民黨,大學,否,SHU LILY,高雄市
基隆市第1選舉區,6,詹春陽,男,036/12/23,66,民主進步黨,高中,是,,臺灣省
基隆市第2選舉區,1,余宗珮,女,064/07/03,39,親民黨,碩士,否,YU TSUNG PEI,臺中市
基隆市第2選舉區,2,陳宜,女,075/11/12,28,無,專科,否,CHEN YI,臺北市
基隆市第2選舉區,3,賴正庸,男,059/10/09,44,無,碩士,否,,臺北市
基隆市第2選舉區,4,何淑萍,女,060/07/26,43,中國國民黨,碩士,是,HO SHU PING,臺灣省
基隆市第2選舉區,5,韓良圻,男,045/12/02,57,無,碩士,是,,臺灣省
基隆市第2選舉區,6,鄭村棋,男,041/03/20,62,人民民主陣線,大學,否,JENG TSUEN CHYI,臺北市
基隆市第2選舉區,7,陳東財,男,040/12/05,62,民主進步黨,高中,是,,新北市
基隆市第2選舉區,8,林家益,男,061/04/29,42,無,高中,否,,臺灣省
基隆市第2選舉區,9,林月琴,女,053/06/24,50,台灣團結聯盟,高中,否,,臺灣省
基隆市第2選舉區,10,張漢土,男,041/10/16,62,中國國民黨,高中,是,,新北市
基隆市第3選舉區,1,莊榮欽,男,046/02/02,57,中國國民黨,高中,是,,臺灣省
基隆市第3選舉區,2,林華生,男,052/02/26,51,無,其他,否,LIN HUA SHENG,臺灣省
基隆市第3選舉區,3,游祥耀,男,041/10/18,62,民主進步黨,大學,是,YOU HSIANG YAO,臺灣省
基隆市第3選舉區,4,林淑姣,女,053/04/06,50,無,專科,否,,臺灣省
基隆市第3選舉區,5,陳建雄,男,045/08/01,58,民主進步黨,專科,否,CHEN CHIEN HSIUNG,臺灣省
基隆市第3選舉區,6,江書豪,男,066/08/15,37,無,大學,否,,臺灣省
基隆市第3選舉區,7,黃小陵,女,059/05/17,44,人民民主陣線,碩士,否,,臺灣省
基隆市第3選舉區,8,曾紀嚴,男,065/07/08,38,中國國民黨,專科,否,TSENG CHI YEN,臺灣省
基隆市第3選舉區,9,張芳麗,女,041/03/07,62,中國國民黨,碩士,是,CHANG FANG LI,新北市
基隆市第3選舉區,10,藍正宗,男,052/05/26,51,中國國民黨,大學,否,LAN CHENG TSUNG,臺灣省
基隆市第3選舉區,11,駱智仁,男,058/02/01,45,中國國民黨,大學,否,,臺灣省
基隆市第4選舉區,1,陳志和,男,060/05/06,43,無,專科,否,CHEN CHIH HO,臺北市
基隆市第4選舉區,2,施世明,男,041/11/02,62,民主進步黨,大學,是,,臺灣省
基隆市第4選舉區,3,宋瑋莉,女,046/07/29,57,中國國民黨,碩士,是,,臺灣省
基隆市第4選舉區,4,楊石城,男,051/08/02,52,中國國民黨,大學,是,YANG SHIH CHENG,臺灣省
基隆市第4選舉區,5,張錦煌,男,044/07/04,59,民主進步黨,高中,是,,臺灣省
基隆市第4選舉區,6,莊敬聖,男,063/03/23,40,無,專科,否,CHUANG CHING SHENG,臺灣省
基隆市第4選舉區,7,龔尤倩,女,058/02/01,45,人民民主陣線,碩士,否,YU CHIEN LORNA KUNG,臺北市
基隆市第5選舉區,1,陳志成,男,039/08/25,64,民主進步黨,大學,是,CHEN CHIH CHENG,臺灣省
基隆市第5選舉區,2,袁孔琪,男,050/05/04,53,人民民主陣線,大學,否,,新北市
基隆市第5選舉區,3,秦鉦,男,042/08/12,61,中國國民黨,大學,是,CHIN CHENG,臺灣省
基隆市第5選舉區,4,洪森永,男,054/11/08,49,民主進步黨,專科,是,HUNG SHEN YUNG,臺灣省
基隆市第5選舉區,5,莊錦田,男,042/05/13,61,親民黨,專科,是,CHUANG CHING TIEN,新北市
基隆市第5選舉區,6,沈義傳,男,038/04/08,65,中國國民黨,其他,是,,臺灣省
基隆市第5選舉區,7,鄭林清良,女,037/05/02,66,中國國民黨,大學,是,CHENG LIN CHIN LIANG,其他省市
基隆市第5選舉區,8,蔡適應,男,062/06/14,41,民主進步黨,碩士,是,,臺北市
基隆市第5選舉區,9,俞叁發,男,054/03/04,49,中國國民黨,高中,否,YU SENFA,臺灣省
基隆市第6選舉區,1,連恩典,男,047/11/04,56,無,高中,否,,新北市
基隆市第6選舉區,2,鄭怡信,男,044/12/26,58,無,專科,是,,臺灣省
基隆市第6選舉區,3,陳江山,男,048/12/21,54,中國國民黨,高中,是,CHEN CHIANG SHAN,臺灣省
基隆市第6選舉區,4,王奕荃,男,050/08/15,53,中國國民黨,專科,否,,臺灣省
基隆市第6選舉區,5,鄭可熙,男,044/02/02,59,無,專科,否,,臺灣省
基隆市第6選舉區,6,林明智,男,062/11/17,41,民主進步黨,大學,否,LIN MING CHIH,臺灣省
基隆市第6選舉區,7,王醒之,男,061/02/16,42,無,博士,否,,新北市
基隆市第7選舉區,1,吳桐茂,男,054/02/12,49,無,高中,否,WU TUNG MAO,臺灣省
基隆市第7選舉區,2,楊秀玉,女,056/09/17,47,親民黨,專科,否,YANG HSIU YU,新北市
基隆市第7選舉區,3,蘇仁和,男,043/10/05,60,民主進步黨,專科,是,SU JEN HO,臺灣省
基隆市第7選舉區,4,張明麗,女,059/11/05,44,綠黨,大學,否,CHANG MING LI,臺北市
基隆市第7選舉區,5,陳永順,男,054/08/22,49,中國國民黨,專科,否,,臺灣省
基隆市第7選舉區,6,蘇財發,男,038/03/01,65,中國國民黨,高中,是,SU TSAI FA,臺灣省
基隆市第7選舉區,7,蔡旺璉,男,043/03/01,60,中國國民黨,專科,是,,臺灣省
基隆市第7選舉區,8,張美瓊,女,050/05/10,53,民主進步黨,高中,否,ZHANG MEI QIONG,新北市
基隆市第7選舉區,9,張耿輝,男,050/06/24,53,無,高中,是,CHANG KENG HUI,臺灣省
基隆市第7選舉區,10,陳重光,男,070/01/03,33,人民民主陣線,大學,否,,高雄市
基隆市第7選舉區,11,崔靜玫,女,047/12/14,55,無,高中,否,,臺北市
基隆市第7選舉區,12,高辜惠珍,女,047/05/09,56,中國國民黨,專科,是,KAOKU HUI CHEN,臺灣省
基隆市第8選舉區,1,陳明建,男,051/03/12,52,無,大學,否,chen ming chien,臺灣省
基隆市第8選舉區,2,朱瑞祥,男,050/02/15,53,中國國民黨,專科,是,,臺灣省
基隆市第8選舉區,3,拔耐‧茹妮老王,女,060/12/29,42,無,高中,否,,臺灣省
新竹市第1選舉區,1,楊志翔,男,078/11/02,25,綠黨,其他,否,YANG SAM,臺北市
新竹市第1選舉區,2,羅華強,男,059/06/11,44,無,博士,否,LO HWA CHIANG,臺北市
新竹市第1選舉區,3,鍾淑英,女,045/10/12,58,中國國民黨,高中,是,,臺灣省
新竹市第1選舉區,4,余邦彥,男,060/12/25,42,中國國民黨,大學,是,YU PANG YEN,臺灣省
新竹市第1選舉區,5,鄭貴元,男,041/10/04,62,民主進步黨,碩士,否,,臺灣省
新竹市第1選舉區,6,羅文熾,男,043/09/30,60,無,大學,是,,臺灣省
新竹市第1選舉區,7,方俊評,男,064/11/01,39,無,大學,否,FANG CHUN PING,臺南市
新竹市第1選舉區,8,張祖琰,女,040/11/03,63,中國國民黨,博士,是,CHANG TSU YEN,臺灣省
新竹市第1選舉區,9,李國璋,男,059/09/28,44,中國國民黨,大學,否,,臺灣省
新竹市第1選舉區,10,謝希誠,男,051/03/06,52,中國國民黨,碩士,是,,臺灣省
新竹市第1選舉區,11,鄭正鈐,男,058/05/31,45,中國國民黨,博士,是,CHENG CHENG CHIEN,臺灣省
新竹市第1選舉區,12,廖婉君,女,076/01/19,27,無,大學,否,LIAO WAN CHUN,臺北市
新竹市第1選舉區,13,程澎澎,女,043/08/13,60,無,大學,否,CHENG PENG PENG,臺灣省
新竹市第1選舉區,14,段孝芳,女,049/09/22,54,中國國民黨,高中,是,TUAN HSIAO FANG,臺灣省
新竹市第1選舉區,15,劉聲正,男,048/04/02,55,台灣團結聯盟,高中,否,LIU SHENG CHENG,臺灣省
新竹市第1選舉區,16,李炳煌,男,062/09/03,41,無,大學,否,LEE BURKLE,臺灣省
新竹市第1選舉區,17,謝治,男,042/09/25,61,新黨,專科,否,HSIEN JYH,臺灣省
新竹市第1選舉區,18,蕭吉隆,男,065/10/07,38,無,碩士,否,HSIAO CHI LUNG,臺灣省
新竹市第1選舉區,19,鄭宏輝,男,058/08/16,45,民主進步黨,碩士,是,,臺灣省
新竹市第1選舉區,20,曾資程,男,055/12/31,47,民主進步黨,碩士,是,TSENG TZU CHENG,臺灣省
新竹市第1選舉區,21,曹永明,男,060/02/21,43,親民黨,大學,否,TSAOYUNG MING,臺灣省
新竹市第1選舉區,22,余振福,男,049/02/14,54,中國國民黨,大學,否,YU CHEN FU,臺灣省
新竹市第1選舉區,23,王瑄,女,060/01/20,43,無,大學,否,WANG XUAN,其他省市
新竹市第2選舉區,1,宋金海,男,036/04/01,67,無,高中,否,,臺灣省
新竹市第2選舉區,2,許修睿,男,055/07/11,48,無,碩士,是,,臺灣省
新竹市第2選舉區,3,施乃如,女,066/11/15,37,民主進步黨,大學,否,,臺灣省
新竹市第2選舉區,4,徐信芳,男,037/11/24,66,中國國民黨,大學,是,,臺灣省
新竹市第2選舉區,5,何佳樺,女,053/05/17,50,中國國民黨,大學,否,,臺灣省
新竹市第2選舉區,6,許文棟,男,044/02/04,59,無,其他,是,HSU WEN OUNG,臺灣省
新竹市第2選舉區,7,鍾淑姬,女,049/04/24,54,無,碩士,否,CHUNG SHU CHI,臺灣省
新竹市第2選舉區,8,田雅芳,女,074/01/26,29,無,大學,否,TIEN YA FANG,臺灣省
新竹市第2選舉區,9,林碧霞,女,039/10/28,64,台灣團結聯盟,大學,否,LIN PI HSIA,臺灣省
新竹市第3選舉區,1,熊哲良,男,064/01/28,39,親民黨,碩士,否,HSIUNG CHE LIANG,臺灣省
新竹市第3選舉區,2,駱克欽,男,051/01/02,52,無,專科,否,,臺灣省
新竹市第3選舉區,3,陳治雄,男,048/04/23,55,中國國民黨,大學,否,CHEN CHIH HSIUNG,臺灣省
新竹市第3選舉區,4,呂於台,男,040/11/25,63,中國國民黨,專科,是,LEU YU TAI,臺灣省
新竹市第3選舉區,5,鄭正宗,男,037/01/10,66,民主進步黨,大學,是,,臺灣省
新竹市第4選舉區,1,王銘宗,男,046/04/14,57,無,博士,否,WANG MING TZONG,臺灣省
新竹市第4選舉區,2,蕭志潔,女,049/07/30,54,中國國民黨,專科,是,,臺北市
新竹市第4選舉區,3,孫鍚洲,男,045/08/19,58,無,專科,是,SUN YANG CHOU,臺灣省
新竹市第4選舉區,4,林殷如,女,072/11/30,30,無,大學,否,LIN YIN RU,高雄市
新竹市第4選舉區,5,黃美慧,女,057/03/15,46,無,專科,否,,臺灣省
新竹市第4選舉區,6,顏政德,男,054/11/11,49,中國國民黨,碩士,否,YEN ADDY,臺灣省
新竹市第4選舉區,7,陳清全,男,038/01/28,65,無,其他,是,,臺灣省
新竹市第4選舉區,8,吳青山,男,045/03/12,58,中國國民黨,大學,是,WU CHING SHAN,臺灣省
新竹市第4選舉區,9,湯新如,男,046/06/23,57,無,大學,否,,新北市
新竹市第4選舉區,10,林飛鵬,男,042/09/10,61,無,碩士,否,LIN FEI PE,臺灣省
新竹市第4選舉區,11,吳秋穀,男,039/09/21,64,民主進步黨,大學,是,WU CHIU KU,臺灣省
新竹市第4選舉區,12,彭昆耀,男,040/09/09,63,無,高中,是,PENG KUN YAO,臺灣省
新竹市第4選舉區,13,謝文進,男,043/10/19,60,無,高中,是,,臺灣省
新竹市第4選舉區,14,李姸慧,女,065/07/10,38,無,碩士,是,LEE YEN HUI,臺北市
新竹市第5選舉區,1,鄭成光,男,038/04/05,65,中國國民黨,其他,是,CHENG CHEN KUANG,臺灣省
新竹市第5選舉區,2,黃彥儒,男,077/09/09,26,無,大學,否,HUANG YEN JU,臺灣省
新竹市第5選舉區,3,林梅華,女,055/01/01,48,無,高中,否,,臺灣省
新竹市第5選舉區,4,林耕仁,男,049/11/30,53,中國國民黨,碩士,是,,臺灣省
新竹市第5選舉區,5,陳啓源,男,055/08/26,48,無,專科,是,CHEN CHI YUAN,臺灣省
新竹市第5選舉區,6,王明魁,男,028/01/12,75,無,高中,否,WANG MING KWEI,臺灣省
新竹市第5選舉區,7,林盈徹,男,069/10/17,34,民主進步黨,大學,否,LIN YING CHE,臺灣省
新竹市第5選舉區,8,賀玉燕,女,042/06/08,61,中國國民黨,大學,是,,臺灣省
新竹市第5選舉區,9,吳國寶,男,059/02/06,44,無,碩士,是,WU KUO PAO,臺灣省
新竹市第6選舉區,1,劉美玲,女,059/10/12,44,無,高中,否,,臺灣省
新竹市第6選舉區,2,鄭主,男,045/07/10,58,無,其他,否,,臺灣省
新竹市第6選舉區,3,林慈愛,女,061/08/24,42,中國國民黨,高中,否,LIN TZU AI,臺灣省
嘉義市第1選舉區,1,張敏琪,女,062/04/27,41,中國國民黨,高中,是,,高雄市
嘉義市第1選舉區,2,李奕德,男,072/03/11,31,無,碩士,否,LEE EI TE,臺灣省
嘉義市第1選舉區,3,黃盈智,男,061/01/25,42,民主進步黨,博士,否,HUANG YING ZHI,臺灣省
嘉義市第1選舉區,4,蔡尚媞,女,078/07/17,25,樹黨,高中,否,,臺北市
嘉義市第1選舉區,5,郭明賓,男,048/03/18,55,中國國民黨,碩士,是,,臺灣省
嘉義市第1選舉區,6,傅大偉,男,052/04/29,51,中國國民黨,碩士,是,,臺灣省
嘉義市第1選舉區,7,郭文居,男,066/10/20,37,中國國民黨,碩士,否,,臺灣省
嘉義市第1選舉區,8,廖梅江,男,037/07/24,66,民主進步黨,大學,否,LIAO MEI CHIANG,臺灣省
嘉義市第1選舉區,9,張榮藏,男,031/07/05,72,無,大學,是,,臺灣省
嘉義市第1選舉區,10,黃國村,男,032/07/11,71,中國國民黨,專科,是,HUANG KUO CHUN,臺灣省
嘉義市第1選舉區,11,洪有仁,男,049/10/17,54,無,高中,否,,臺灣省
嘉義市第1選舉區,12,黃露慧,女,056/01/13,47,民主進步黨,碩士,是,,臺灣省
嘉義市第1選舉區,13,林瑞霞,女,043/05/05,60,無,碩士,否,,臺灣省
嘉義市第1選舉區,14,黃秋澤,男,047/08/10,56,無,高中,是,,臺灣省
嘉義市第1選舉區,15,戴寧,女,071/02/23,32,無,大學,是,TAI NING,臺灣省
嘉義市第1選舉區,16,蔡永泉,男,041/01/21,62,台灣團結聯盟,大學,是,TSAI YUNG CHUAN,臺灣省
嘉義市第2選舉區,1,陳姿妏,女,051/08/19,52,無,大學,否,CHEN TZU WEN,臺中市
嘉義市第2選舉區,2,吳上明,男,036/11/23,67,無,高中,是,WU SHANG MING,臺灣省
嘉義市第2選舉區,3,蘇澤峰,男,073/07/06,30,無,高中,否,,臺灣省
嘉義市第2選舉區,4,張秀華,女,046/09/26,57,中國國民黨,碩士,是,,臺灣省
嘉義市第2選舉區,5,黃大祐,男,059/06/09,44,民主進步黨,碩士,否,,臺灣省
嘉義市第2選舉區,6,李孟哲,男,056/06/01,47,台灣團結聯盟,碩士,否,LEE MENG CHE,臺灣省
嘉義市第2選舉區,7,李忠曆,男,054/05/30,49,無,專科,是,,臺灣省
嘉義市第2選舉區,8,譚國華,男,061/06/13,42,中國國民黨,高中,否,TAN KUO HUA,臺灣省
嘉義市第2選舉區,9,陳文齡,男,032/04/21,71,中國國民黨,大學,是,CHEN WEN LING,其他省市
嘉義市第2選舉區,10,王美惠,女,054/04/15,49,民主進步黨,大學,是,,臺灣省
嘉義市第2選舉區,11,莊豐安,男,054/03/16,49,無,高中,否,CHUANG FENG AN,臺灣省
嘉義市第2選舉區,12,蔡文旭,男,052/07/02,51,民主進步黨,大學,是,TSAI WEN HSU,臺灣省
嘉義市第2選舉區,13,蕭淑麗,女,056/03/01,47,無,碩士,否,,臺灣省
嘉義市第2選舉區,14,廖天隆,男,035/12/28,67,無,高中,是,,臺灣省
嘉義市第2選舉區,15,蕭文億,男,064/09/25,39,中國國民黨,碩士,否,HSIAO WEN I,臺灣省
嘉義市第2選舉區,16,蔡榮豐,男,045/04/10,58,無,大學,是,TSAI JUNG FENG,臺灣省
嘉義市第2選舉區,17,陳幸枝,女,049/06/06,54,民主進步黨,高中,是,,臺灣省
嘉義市第2選舉區,18,鄭光宏,男,068/02/11,35,中國國民黨,碩士,否,,臺灣省
